| Паттерн [0,3,5,7,12] | 11150 | 0.19284020800009968 | 1.1021019887701886 | тут вердикт |
| Паттерн [1,4,8,10,11] | 11150 | 0.18753129764444396 | 1.1157028504833209 | тут вердикт |
| Паттерн [2,6,8,9,13] | 11150 | 0.18714132273566295 | 1.1144863006286747 | тут вердикт |
| **Паттерн [0,4,10,11,14]** | 11150 | 0.2022315319082082 | 1.089206868110845 | тут вердикт |
| Паттерн [0,6,10,11,12] | 11150 | 0.19095277029274574 | 1.1356167639282246 | тут вердикт |
| Паттерн [8,10,12,13,14] | 11150 | 0.18079348559215314 | 1.1446381875351732 | тут вердикт |
| Паттерн [3,7,8,9,12] | 11150 | 0.1927368128600975 | 1.1152937233654605 | тут вердикт |
| Паттерн [0,6,8,9,14] | 11150 | 0.19081498611567127 | 1.1218044597151595 | тут вердикт |
| Паттерн [0,1,3,10,12] | 11150 | 0.1895995807683512 | 1.137651048786514 | тут вердикт |
| Паттерн [0,3,7,10,13] | 11150 | 0.18648733954574565 | 1.1251524861025624 | тут вердикт |
| Паттерн [1,5,7,10,11] | 11150 | 0.18211931590335273 | 1.1313499682618988 | тут вердикт |
| **Паттерн [0,2,7,9,13]** | 11150 | 0.1938976112768608 | 1.1002875655493267 | тут вердикт |
| [3, 7, 9, 13, 14] | 11150 | 0.18412323979420755  |  1.1037160745181653  |  Вердикт |
| [0, 4, 9, 11, 12] | 11150 | 0.19586320707132043  |  1.1117432204361428  |  Вердикт |
| [0, 4, 7, 11, 13] | 11150 | 0.19554529148465147  |  1.1111993455189255  |  Вердикт |
| [0, 3, 8, 11, 13] | 11150 | 0.1908915534129633  |  1.0879445722972745  |  Вердикт |
| [2, 9, 10, 12, 14] | 11150 | 0.19083858141149096  |  1.1059755181430577  |  Вердикт |
| [1, 3, 5, 7, 14] | 11150 | 0.1868617252846693  |  1.11839842531484  |  Вердикт |
| [2, 4, 5, 10, 14] | 11150 | 0.19547381679846385  |  1.0937084709049407  |  Вердикт |
| [2, 4, 7, 9, 11] | 11150 | 0.18420045226930062  |  1.12487201404646  |  Вердикт |
| [3, 4, 8, 10, 12] | 11150 | 0.1910549152001123  |  1.0973149406263407  |  Вердикт |
